CompoundType (class=java.lang.String)
c_Unknown+-+12126 = Compound
c_Unknown+-+24106 = Compound
2782885 = Enzyme
2782886 = Minor+Metabolite
2782883 = Minor+Metabolite
2782884 = Minor+Metabolite
2782880 = Enzyme
c_Unknown+-+12127 = Compound
2782879 = Minor+Metabolite
c_1-myristoyl-2-docosahexaenoyl-GPC+%2814%3A0%2F22%3A6%29* = Compound
2782876 = Enzyme
2782877 = Metabolite
2782873 = Enzyme
2782870 = Minor+Metabolite
c_Unknown+-+13431 = Compound
c_1-margaroylglycerol+%2817%3A0%29 = Compound
c_Unknown+-+12100 = Compound
2782869 = Minor+Metabolite
2782867 = Enzyme
c_Unknown+-+12101 = Compound
2782868 = Minor+Metabolite
2782865 = Minor+Metabolite
2782863 = Metabolite
2782864 = Minor+Metabolite
2782861 = Minor+Metabolite
2782862 = Enzyme
2782860 = Minor+Metabolite
c_2-methylcitrate%2Fhomocitrate = Compound
c_taurodeoxycholate = Compound
2782858 = Minor+Metabolite
2782859 = Metabolite
2782856 = Minor+Metabolite
2782854 = Enzyme
2782855 = Minor+Metabolite
2782853 = Metabolite
2782850 = Minor+Metabolite
2953108 = Enzyme
2782851 = Minor+Metabolite
2953109 = Minor+Metabolite
2953107 = Minor+Metabolite
2953104 = Enzyme
2953102 = Minor+Metabolite
2953100 = Minor+Metabolite
2953101 = Minor+Metabolite
c_2-stearoyl-GPE+%2818%3A0%29* = Compound
2782849 = Enzyme
2782847 = Metabolite
2782845 = Minor+Metabolite
2782846 = Enzyme
2782843 = Minor+Metabolite
c_ribitol = Compound
2782844 = Minor+Metabolite
2782841 = Metabolite
2782842 = Minor+Metabolite
2782840 = Minor+Metabolite
c_metformin = Compound
c_5-acetylamino-6-formylamino-3-methyluracil = Compound
2782838 = Enzyme
2782837 = Metabolite
2782834 = Enzyme
2782835 = Minor+Metabolite
2782832 = Minor+Metabolite
2782830 = Minor+Metabolite
2782831 = Metabolite
c_xanthurenate = Compound
2953126 = Enzyme
2953127 = Minor+Metabolite
2953125 = Minor+Metabolite
2953122 = Minor+Metabolite
2953120 = Enzyme
2953121 = Minor+Metabolite
2782829 = Minor+Metabolite
2782827 = Minor+Metabolite
2782828 = Enzyme
c_isovalerylcarnitine+%28C5%29 = Compound
2782823 = Enzyme
2782824 = Minor+Metabolite
2782821 = Metabolite
2782822 = Minor+Metabolite
2782820 = Metabolite
2953115 = Minor+Metabolite
2953116 = Minor+Metabolite
2953113 = Metabolite
2953114 = Enzyme
2953111 = Minor+Metabolite
2953112 = Minor+Metabolite
c_N-carbamoylaspartate = Compound
2782818 = Metabolite
2782819 = Enzyme
2782938 = Enzyme
2782935 = Enzyme
2782932 = Enzyme
2782928 = Metabolite
2782929 = Enzyme
2782926 = Enzyme
2935392 = Unknown
2782927 = Metabolite
2782924 = Minor+Metabolite
2782922 = Minor+Metabolite
2935396 = Minor+Metabolite
2782923 = Minor+Metabolite
2935395 = Enzyme
c_3-methyl-2-oxovalerate = Compound
2782920 = Enzyme
2782921 = Metabolite
2935397 = Minor+Metabolite
2782919 = Metabolite
c_stearoyl-arachidonoyl-glycerol+%2818%3A0%2F20%3A4%29+%5B1%5D* = Compound
2782917 = Minor+Metabolite
2782916 = Enzyme
2782913 = Enzyme
2782914 = Metabolite
2782911 = Cofactor
2782912 = Minor+Metabolite
2782910 = Minor+Metabolite
c_behenoyl+sphingomyelin+%28d18%3A1%2F22%3A0%29* = Compound
c_1-palmitoleoylglycerol+%2816%3A1%29* = Compound
c_1-palmitoyl-2-eicosapentaenoyl-GPC+%2816%3A0%2F20%3A5%29* = Compound
2782909 = Metabolite
2782906 = Minor+Metabolite
2782907 = Enzyme
2782904 = Minor+Metabolite
2782905 = Metabolite
2782902 = Enzyme
2782901 = Minor+Metabolite
p_Guanidino+and+Acetamido+Metabolism = Sub+Pathway
c_1-palmitoyl-2-dihomo-linolenoyl-GPC+%2816%3A0%2F20%3A3n3+or+6%29* = Compound
c_4-guanidinobutanoate = Compound
p_Vitamin+B6+Metabolism = Sub+Pathway
c_stearoyl+ethanolamide = Compound
c_paraxanthine = Compound
c_1-palmitoyl-2-docosahexaenoyl-GPC+%2816%3A0%2F22%3A6%29 = Compound
c_1-stearoyl-2-oleoyl-GPE+%2818%3A0%2F18%3A1%29 = Compound
c_heptanoate+%287%3A0%29 = Compound
2948638 = Metabolite
2948639 = Enzyme
2950957 = Enzyme
c_3-%283-hydroxyphenyl%29propionate+sulfate = Compound
2950956 = Cofactor
2950959 = Minor+Metabolite
2935323 = Cofactor
2936654 = Minor+Metabolite
2935322 = Minor+Metabolite
2936653 = Enzyme
2950952 = Enzyme
2935321 = Enzyme
2936652 = Minor+Metabolite
2950955 = Minor+Metabolite
2935327 = Enzyme
2936658 = Minor+Metabolite
2935326 = Metabolite
2936657 = Enzyme
2935324 = Cofactor
2950950 = Minor+Metabolite
2935328 = Metabolite
2936659 = Minor+Metabolite
2949960 = Enzyme
c_carboxyethyl-GABA = Compound
c_N-palmitoyl-sphingadienine+%28d18%3A2%2F16%3A0%29* = Compound
2948632 = Enzyme
2949964 = Minor+Metabolite
2948633 = Minor+Metabolite
2949963 = Minor+Metabolite
2948630 = Metabolite
2949962 = Metabolite
2948631 = Metabolite
c_1-palmitoyl-2-docosahexaenoyl-GPE+%2816%3A0%2F22%3A6%29* = Compound
2949968 = Enzyme
2948637 = Metabolite
2948634 = Cofactor
2949966 = Metabolite
2948635 = Minor+Metabolite
2949965 = Unknown
2948629 = Enzyme
2948627 = Minor+Metabolite
2949959 = Metabolite
2949958 = Minor+Metabolite
2950946 = Cofactor
2950948 = Enzyme
2950947 = Minor+Metabolite
2935312 = Enzyme
2936643 = Enzyme
2936642 = Minor+Metabolite
2950941 = Metabolite
2935310 = Metabolite
2936641 = Minor+Metabolite
2936640 = Cofactor
2950943 = Enzyme
2936647 = Enzyme
2935315 = Cofactor
2935314 = Minor+Metabolite
2936645 = Minor+Metabolite
2950940 = Enzyme
c_Unknown+-+17010 = Compound
2935313 = Metabolite
2935318 = Minor+Metabolite
2936649 = Minor+Metabolite
2935317 = Enzyme
2936648 = Minor+Metabolite
2948621 = Enzyme
2949953 = Metabolite
2948622 = Metabolite
2949952 = Enzyme
2948620 = Minor+Metabolite
2949950 = Minor+Metabolite
2948626 = Minor+Metabolite
2949956 = Minor+Metabolite
2948623 = Metabolite
2949955 = Enzyme
2948624 = Enzyme
2935341 = Minor+Metabolite
2936672 = Minor+Metabolite
2935340 = Minor+Metabolite
2936671 = Enzyme
2936670 = Minor+Metabolite
2935345 = Cofactor
2936676 = Minor+Metabolite
2935344 = Minor+Metabolite
2936675 = Minor+Metabolite
2950974 = Minor+Metabolite
2935343 = Enzyme
2936674 = Minor+Metabolite
2950977 = Enzyme
2935342 = Metabolite
2950976 = Metabolite
c_N-acetylcarnosine = Compound
2935349 = Enzyme
2935347 = Metabolite
2936678 = Enzyme
2950973 = Enzyme
2950972 = Metabolite
2948650 = Minor+Metabolite
2948651 = Enzyme
2949981 = Enzyme
2949986 = Minor+Metabolite
2948655 = Minor+Metabolite
2949985 = Minor+Metabolite
2948652 = Metabolite
2949984 = Metabolite
2948653 = Metabolite
2949983 = Minor+Metabolite
2948658 = Metabolite
2948659 = Enzyme
2949989 = Metabolite
2948656 = Unknown
2949988 = Cofactor
2948657 = Metabolite
2949987 = Enzyme
c_phenylacetylglutamine = Compound
2948649 = Minor+Metabolite
2935330 = Metabolite
2936661 = Metabolite
2936660 = Minor+Metabolite
2950969 = Enzyme
2950964 = Minor+Metabolite
2935333 = Unknown
2936664 = Minor+Metabolite
2935332 = Cofactor
2936663 = Cofactor
2950966 = Enzyme
2935331 = Minor+Metabolite
2935338 = Minor+Metabolite
2936669 = Minor+Metabolite
2950960 = Minor+Metabolite
2935337 = Metabolite
2935336 = Enzyme
2950962 = Enzyme
2935335 = Metabolite
2936666 = Enzyme
c_hexanoylcarnitine+%28C6%29 = Compound
2935339 = Minor+Metabolite
c_glycerophosphoglycerol = Compound
2949971 = Minor+Metabolite
2948643 = Minor+Metabolite
2949975 = Minor+Metabolite
2948644 = Enzyme
2949974 = Minor+Metabolite
2948641 = Metabolite
2949973 = Minor+Metabolite
2948642 = Minor+Metabolite
2949972 = Minor+Metabolite
2948647 = Minor+Metabolite
2949979 = Metabolite
2948648 = Minor+Metabolite
2949978 = Minor+Metabolite
2948645 = Class
2949977 = Minor+Metabolite
2948646 = Class
2949976 = Enzyme
2936690 = Enzyme
2935363 = Minor+Metabolite
2936694 = Enzyme
2935362 = Cofactor
2936693 = Minor+Metabolite
2935361 = Minor+Metabolite
2935360 = Cofactor
2935367 = Minor+Metabolite
2936698 = Enzyme
2950997 = Cofactor
2935366 = Cofactor
2950996 = Minor+Metabolite
2935365 = Enzyme
2935364 = Minor+Metabolite
2936695 = Minor+Metabolite
2950998 = Enzyme
2950995 = Minor+Metabolite
2950994 = Cofactor
2950991 = Minor+Metabolite
2950990 = Enzyme
2948672 = Enzyme
2948673 = Minor+Metabolite
c_5alpha-androstan-3beta%2C17beta-diol+monosulfate+%282%29 = Compound
2948676 = Minor+Metabolite
2948677 = Metabolite
2948674 = Minor+Metabolite
2948675 = Cofactor
2948678 = Metabolite
2948679 = Enzyme
c_isobutyrylglycine = Compound
2935352 = Metabolite
2935351 = Minor+Metabolite
2950989 = Metabolite
2935350 = Minor+Metabolite
2936681 = Enzyme
2936687 = Minor+Metabolite
2950986 = Minor+Metabolite
2935355 = Enzyme
2936686 = Minor+Metabolite
2936685 = Enzyme
2935353 = Minor+Metabolite
2936684 = Minor+Metabolite
2950987 = Unknown
2950982 = Minor+Metabolite
2935359 = Minor+Metabolite
2950981 = Enzyme
c_Unknown+-+21959 = Compound
2935358 = Minor+Metabolite
2950983 = Minor+Metabolite
2950980 = Minor+Metabolite
c_deoxycarnitine = Compound
2949993 = Metabolite
2948662 = Minor+Metabolite
2949992 = Enzyme
2949991 = Metabolite
2948660 = Class
2948665 = Enzyme
2949997 = Metabolite
2948666 = Minor+Metabolite
2948663 = Metabolite
2949995 = Enzyme
2948664 = Minor+Metabolite
2949994 = Metabolite
2948669 = Enzyme
2948667 = Metabolite
2949999 = Minor+Metabolite
2948668 = Metabolite
2949998 = Enzyme
2935381 = Minor+Metabolite
2935380 = Minor+Metabolite
2935385 = Enzyme
2935384 = Minor+Metabolite
2935382 = Metabolite
2935389 = Minor+Metabolite
2935388 = Minor+Metabolite
2935387 = Metabolite
2935386 = Minor+Metabolite
2948690 = Enzyme
2948691 = Metabolite
2948694 = Cofactor
2948695 = Minor+Metabolite
2948692 = Metabolite
2948693 = Minor+Metabolite
2948698 = Metabolite
2948699 = Minor+Metabolite
2948696 = Cofactor
2948697 = Enzyme
c_alpha-hydroxyisovalerate = Compound
2935370 = Unknown
2935373 = Enzyme
2935372 = Metabolite
2935378 = Enzyme
2935377 = Minor+Metabolite
c_heme = Compound
2935376 = Minor+Metabolite
2935379 = Minor+Metabolite
2948680 = Metabolite
2787702 = Metabolite
2948683 = Minor+Metabolite
2787701 = Minor+Metabolite
2948684 = Metabolite
2787704 = Minor+Metabolite
2948681 = Cofactor
2787703 = Minor+Metabolite
2948682 = Minor+Metabolite
2787706 = Minor+Metabolite
2948687 = Metabolite
2787705 = Enzyme
2948688 = Minor+Metabolite
2948685 = Enzyme
2787707 = Minor+Metabolite
2948686 = Metabolite
2948689 = Minor+Metabolite
c_1-%281-enyl-oleoyl%29-2-linoleoyl-GPE+%28P-18%3A1%2F18%3A2%29* = Compound
c_gamma-CEHC+glucuronide* = Compound
2953269 = Minor+Metabolite
2953265 = Minor+Metabolite
2953266 = Enzyme
2953263 = Minor+Metabolite
2953261 = Enzyme
2953260 = Metabolite
c_1-%281-enyl-stearoyl%29-GPE+%28P-18%3A0%29* = Compound
2953258 = Minor+Metabolite
2953259 = Minor+Metabolite
2953256 = Minor+Metabolite
2787601 = Minor+Metabolite
2787600 = Minor+Metabolite
2953255 = Enzyme
2787603 = Minor+Metabolite
2953252 = Enzyme
2787602 = Minor+Metabolite
2787604 = Minor+Metabolite
2953251 = Minor+Metabolite
2787607 = Minor+Metabolite
2787606 = Enzyme
2787609 = Metabolite
c_myristoleate+%2814%3A1n5%29 = Compound
2787608 = Minor+Metabolite
p_Phosphatidylcholine+%28PC%29 = Sub+Pathway
c_pregnanolone%2Fallopregnanolone+sulfate = Compound
c_imidazole+propionate = Compound
2936713 = Enzyme
2936712 = Metabolite
2936710 = Minor+Metabolite
2936717 = Minor+Metabolite
2953289 = Cofactor
2936716 = Minor+Metabolite
2787611 = Enzyme
2953288 = Cofactor
2787614 = Minor+Metabolite
2953285 = Metabolite
2787613 = Minor+Metabolite
2953286 = Minor+Metabolite
2936719 = Minor+Metabolite
2787616 = Minor+Metabolite
2936718 = Enzyme
2953284 = Enzyme
2787618 = Enzyme
2953281 = Enzyme
2787617 = Minor+Metabolite
2953282 = Metabolite
2936702 = Cofactor
2936701 = Minor+Metabolite
c_Unknown+-+12063 = Compound
2787621 = Minor+Metabolite
2953278 = Enzyme
2936705 = Enzyme
2787620 = Minor+Metabolite
2936704 = Minor+Metabolite
2953276 = Class
2936703 = Minor+Metabolite
2787622 = Minor+Metabolite
c_gamma-glutamylcitrulline* = Compound
2787625 = Minor+Metabolite
2953274 = Enzyme
c_famotidine = Compound
2936709 = Enzyme
2787624 = Enzyme
2936707 = Minor+Metabolite
2787626 = Metabolite
2787629 = Minor+Metabolite
2953270 = Enzyme
2787628 = Minor+Metabolite
2953271 = Minor+Metabolite
2948717 = Cofactor
2948718 = Minor+Metabolite
2948715 = Enzyme
2948716 = Metabolite
2948719 = Minor+Metabolite
2935400 = Minor+Metabolite
2936735 = FinalPathway
2935402 = Label
2936733 = Label
2787630 = Minor+Metabolite
2935401 = Minor+Metabolite
2936732 = Minor+Metabolite
2935408 = Metabolite
2787632 = Enzyme
2935407 = Metabolite
2936738 = FinalPathway
2787631 = Minor+Metabolite
2935406 = Enzyme
2935405 = FinalPathway
2787633 = Minor+Metabolite
2787638 = Minor+Metabolite
2935409 = Enzyme
2787637 = Minor+Metabolite
c_3-methoxycatechol+sulfate+%281%29 = Compound
2787639 = Minor+Metabolite
2948710 = Minor+Metabolite
2948713 = Metabolite
2948714 = Metabolite
2948711 = Cofactor
2948712 = Minor+Metabolite
2948706 = Minor+Metabolite
2948707 = Metabolite
2948704 = Minor+Metabolite
2948705 = Minor+Metabolite
2948708 = Metabolite
2948709 = Enzyme
2936720 = Minor+Metabolite
2936723 = Enzyme
2787641 = Enzyme
2787640 = Minor+Metabolite
2936728 = Minor+Metabolite
2787643 = Minor+Metabolite
2936727 = Minor+Metabolite
2787642 = Minor+Metabolite
2936726 = Cofactor
2953298 = Enzyme
c_N6-succinyladenosine = Compound
c_3%2C7-dimethylurate = Compound
2787644 = Minor+Metabolite
2787647 = Enzyme
2953296 = Minor+Metabolite
2787646 = Metabolite
c_Unknown+-+24027 = Compound
2787649 = Minor+Metabolite
2953294 = Minor+Metabolite
2936729 = Enzyme
2953295 = Minor+Metabolite
2953293 = Minor+Metabolite
2953290 = Minor+Metabolite
2953291 = Enzyme
2948702 = Metabolite
2948703 = Enzyme
2948700 = Minor+Metabolite
2948701 = Minor+Metabolite
2948739 = Minor+Metabolite
c_arachidonate+%2820%3A4n6%29 = Compound
2948738 = Minor+Metabolite
c_Unknown+-+12013 = Compound
2782799 = Metabolite
2936753 = Metabolite
2782798 = Enzyme
2935421 = Enzyme
2936752 = Metabolite
2782795 = Enzyme
2935420 = Metabolite
2936751 = Enzyme
2782796 = Metabolite
2936750 = Minor+Metabolite
2782793 = Metabolite
2935426 = Metabolite
2787650 = Minor+Metabolite
2936757 = Minor+Metabolite
2782794 = Metabolite
2936756 = Metabolite
2782791 = Minor+Metabolite
2935424 = Enzyme
2787652 = Enzyme
2936755 = Enzyme
2782792 = Enzyme
2935423 = Metabolite
2787651 = Metabolite
2936754 = Metabolite
2787654 = Minor+Metabolite
2935429 = Metabolite
2936759 = Minor+Metabolite
2935427 = Enzyme
2787655 = Minor+Metabolite
2936758 = Minor+Metabolite
2787657 = Enzyme
2787659 = Minor+Metabolite
2948731 = Enzyme
2948732 = Metabolite
2948735 = Enzyme
2948736 = Metabolite
2948733 = Metabolite
2948734 = Metabolite
2948728 = Metabolite
2948729 = Minor+Metabolite
2948726 = Minor+Metabolite
2948727 = Minor+Metabolite
2782788 = Enzyme
c_Unknown+-+12026 = Compound
2935411 = Metabolite
2936742 = Cofactor
2782787 = Metabolite
2935410 = Metabolite
2936741 = Minor+Metabolite
2782784 = Minor+Metabolite
2936740 = Enzyme
2782785 = Enzyme
2782782 = Metabolite
2935415 = Enzyme
2936746 = Cofactor
2935414 = Metabolite
2787660 = Minor+Metabolite
2936745 = Metabolite
2782780 = Metabolite
2935413 = Metabolite
2785000 = Minor+Metabolite
2787663 = Minor+Metabolite
2936744 = Minor+Metabolite
2781450 = FinalPathway
2782781 = Enzyme
2935412 = Enzyme
2787662 = Enzyme
2936743 = Cofactor
2935419 = Metabolite
2785002 = Metabolite
2787665 = Metabolite
2935418 = Enzyme
2785003 = Enzyme
2787664 = Minor+Metabolite
2936749 = Metabolite
2935417 = Metabolite
2936748 = Minor+Metabolite
2935416 = Metabolite
2785005 = Minor+Metabolite
2787666 = Minor+Metabolite
2936747 = Minor+Metabolite
2785006 = Minor+Metabolite
2787669 = Metabolite
c_aspartate = Compound
2787668 = Enzyme
2785008 = Minor+Metabolite
2785009 = Label
c_Unknown+-+21668++-+retired+for+glyco-beta-muricholate** = Compound
2948720 = Metabolite
2948721 = Enzyme
p_Disaccharides+and+Oligosaccharides = Sub+Pathway
2948725 = Enzyme
2948722 = Metabolite
2948723 = Metabolite
2781448 = FinalPathway
2782779 = Minor+Metabolite
2782777 = Enzyme
2782778 = Metabolite
2782775 = Metabolite
2782776 = Metabolite
2781442 = FinalPathway
2782773 = Minor+Metabolite
2787670 = Minor+Metabolite
2782774 = Unknown
2787672 = Minor+Metabolite
2782772 = Cofactor
2787674 = Minor+Metabolite
2785012 = FinalPathway
2787673 = Enzyme
2787676 = Minor+Metabolite
2787675 = Minor+Metabolite
2785015 = FinalPathway
2785017 = FinalPathway
2787679 = Enzyme
c_Unknown+-+14658 = Compound
p_Pyrimidine+Metabolism%2C+Orotate+containing = Sub+Pathway
c_Unknown+-+14662 = Compound
c_lactosyl-N-palmitoyl-sphingosine+%28d18%3A1%2F16%3A0%29 = Compound
2782768 = Enzyme
2781438 = FinalPathway
2782769 = Minor+Metabolite
2781435 = Label
2782766 = Metabolite
2781436 = Label
2782767 = Metabolite
2781433 = Minor+Metabolite
2782764 = Minor+Metabolite
2782765 = Minor+Metabolite
2781431 = Minor+Metabolite
2782762 = Metabolite
2781432 = Cofactor
2782763 = Enzyme
2787680 = Metabolite
2782760 = Enzyme
2787683 = Minor+Metabolite
2781430 = Minor+Metabolite
2782761 = Class
2785021 = FinalPathway
2787682 = Minor+Metabolite
2787685 = Enzyme
2787684 = Minor+Metabolite
2787686 = Metabolite
2787689 = Minor+Metabolite
2787688 = Minor+Metabolite
c_mannitol%2Fsorbitol = Compound
c_Unknown+-+12007 = Compound
c_maleate = Compound
2781428 = Minor+Metabolite
2782759 = Metabolite
2781426 = Cofactor
2782757 = Enzyme
2781427 = Minor+Metabolite
2782758 = Metabolite
2781424 = Enzyme
2782755 = Minor+Metabolite
c_sphingomyelin+%28d18%3A1%2F20%3A1%2C+d18%3A2%2F20%3A0%29* = Compound
2781425 = Cofactor
2782756 = Metabolite
2782753 = Minor+Metabolite
2787690 = Minor+Metabolite
2953209 = Minor+Metabolite
2782754 = Minor+Metabolite
2781420 = Minor+Metabolite
2782751 = Enzyme
2787692 = Minor+Metabolite
2781421 = Minor+Metabolite
2782752 = Metabolite
2787691 = Enzyme
2953208 = Minor+Metabolite
c_formiminoglutamate = Compound
2787694 = Minor+Metabolite
2782750 = Metabolite
2787693 = Minor+Metabolite
2953206 = Minor+Metabolite
2953203 = Enzyme
2953204 = Minor+Metabolite
2787698 = Minor+Metabolite
2787697 = Minor+Metabolite
2953202 = Minor+Metabolite
2787699 = Enzyme
2781417 = Minor+Metabolite
2782748 = Enzyme
2781418 = Enzyme
c_tyramine+O-sulfate = Compound
2781415 = Minor+Metabolite
2782746 = Metabolite
2781416 = Cofactor
2782744 = Metabolite
c_2-arachidonoyl-GPC+%2820%3A4%29* = Compound
2782745 = Enzyme
2781411 = Minor+Metabolite
2782742 = Minor+Metabolite
2781412 = Enzyme
2782743 = Metabolite
2782740 = Metabolite
2781408 = Minor+Metabolite
2781406 = Minor+Metabolite
2781407 = Minor+Metabolite
2782738 = Metabolite
2781404 = Minor+Metabolite
2782735 = Metabolite
2781405 = Enzyme
2781403 = Metabolite
2782734 = Enzyme
2781400 = Enzyme
2782731 = Enzyme
2781401 = Minor+Metabolite
2782732 = Metabolite
2953229 = Minor+Metabolite
2953227 = Minor+Metabolite
2953228 = Enzyme
2953226 = Minor+Metabolite
2953223 = Enzyme
2953221 = Minor+Metabolite
2953222 = Minor+Metabolite
2953220 = Minor+Metabolite
2782728 = Metabolite
2782729 = Minor+Metabolite
2782726 = Metabolite
2782727 = Enzyme
2782724 = Enzyme
2782722 = Metabolite
2782723 = Metabolite
2782720 = Minor+Metabolite
2782721 = Minor+Metabolite
2953218 = Cofactor
2953219 = Minor+Metabolite
2953217 = Minor+Metabolite
2953214 = Enzyme
2953213 = Metabolite
2953210 = Minor+Metabolite
2953211 = Enzyme
c_Unknown+-+14626 = Compound
2782719 = Enzyme
2782717 = Metabolite
2782718 = Metabolite
2782715 = Metabolite
2782716 = Enzyme
2782713 = Metabolite
2782714 = Minor+Metabolite
2782712 = Enzyme
2782710 = FinalPathway
2953248 = Unknown
2953245 = Cofactor
2953246 = Minor+Metabolite
2953244 = Minor+Metabolite
2953242 = Enzyme
c_xylose = Compound
2782707 = FinalPathway
2782704 = FinalPathway
2782701 = FinalPathway
2953239 = Enzyme
2953236 = Minor+Metabolite
2953237 = Minor+Metabolite
2953234 = Enzyme
2953235 = Metabolite
2953233 = Minor+Metabolite
2953230 = Minor+Metabolite
2953231 = Metabolite
2782816 = Minor+Metabolite
2782814 = Metabolite
c_arginine = Compound
2782815 = Minor+Metabolite
2782812 = Class
2782813 = Class
2782811 = Metabolite
c_homostachydrine* = Compound
2782809 = Class
2782807 = Enzyme
2782808 = Cofactor
2782805 = Minor+Metabolite
2782806 = Cofactor
2782803 = Metabolite
2782804 = Minor+Metabolite
2782801 = Enzyme
2782800 = Metabolite
c_indolelactate = Compound
c_1-arachidonoyl-GPA+%2820%3A4%29 = Compound
c_sphingomyelin+%28d18%3A1%2F14%3A0%2C+d16%3A1%2F16%3A0%29* = Compound
p_Hemoglobin+and+Porphyrin+Metabolism = Sub+Pathway
c_docosatrienoate+%2822%3A3n6%29* = Compound
p_Creatine+Metabolism = Sub+Pathway
c_caffeic+acid+sulfate = Compound
c_1-docosahexaenoylglycerol+%2822%3A6%29 = Compound
c_12%2C13-DiHOME = Compound
c_N-octanoylglycine = Compound
c_serotonin = Compound
c_Unknown+-+18249 = Compound
c_N-acetylarginine = Compound
c_N-acetylcitrulline = Compound
c_4-methyl-2-oxopentanoate = Compound
2948759 = Minor+Metabolite
2936771 = Metabolite
2936770 = Enzyme
2936775 = Minor+Metabolite
2935443 = Metabolite
2936774 = Minor+Metabolite
2935442 = Enzyme
2936773 = Minor+Metabolite
2935441 = Metabolite
2935448 = Enzyme
2936779 = Metabolite
2935447 = Metabolite
2936778 = Minor+Metabolite
2936777 = Enzyme
2935445 = Enzyme
2936776 = Minor+Metabolite
2935449 = Metabolite
c_erythronate* = Compound
2948750 = Enzyme
2948753 = Minor+Metabolite
p_Ceramides = Sub+Pathway
2948752 = Minor+Metabolite
2948758 = Metabolite
2948755 = Enzyme
2948756 = Metabolite
2948748 = Minor+Metabolite
2948749 = Metabolite
2936760 = Minor+Metabolite
2935433 = Enzyme
2936764 = Cofactor
2936763 = Minor+Metabolite
2936762 = Enzyme
2935430 = Enzyme
2936768 = Minor+Metabolite
2935436 = Enzyme
2936767 = Cofactor
2936766 = Minor+Metabolite
2935439 = Enzyme
2936769 = Metabolite
2948742 = Metabolite
2948743 = Minor+Metabolite
2948740 = Minor+Metabolite
2948741 = Enzyme
2948746 = Metabolite
2948747 = Minor+Metabolite
2948744 = Cofactor
2948745 = Minor+Metabolite
c_stearoylcarnitine+%28C18%29 = Compound
2936793 = Minor+Metabolite
c_4-methylcatechol+sulfate = Compound
2935461 = Metabolite
2936792 = Metabolite
2935460 = Enzyme
2936791 = Metabolite
2936790 = Enzyme
2935466 = Enzyme
2936797 = Enzyme
2936796 = Minor+Metabolite
2936795 = Cofactor
2935463 = Enzyme
2936794 = Cofactor
2935469 = Enzyme
2936798 = Minor+Metabolite
c_1-palmityl-2-dihomo-linolenoyl-GPC+%28O-16%3A0%2F20%3A3%29* = Compound
2948771 = Enzyme
2948772 = Minor+Metabolite
2948770 = Metabolite
2948775 = Metabolite
2948776 = Unknown
2948773 = Minor+Metabolite
c_4-ethylphenylsulfate = Compound
2948774 = Metabolite
2948779 = Enzyme
2948777 = Metabolite
2948778 = Metabolite
2935451 = Unknown
2936782 = Minor+Metabolite
2936781 = Metabolite
2936780 = Cofactor
c_1-eicosenoyl-GPC+%2820%3A1%29* = Compound
2935455 = Metabolite
2936786 = Minor+Metabolite
2935454 = Enzyme
2935453 = Metabolite
2936784 = Enzyme
2936783 = Minor+Metabolite
2935459 = Metabolite
2936789 = Minor+Metabolite
2935457 = Enzyme
2936787 = Minor+Metabolite
2948760 = Minor+Metabolite
2948761 = Enzyme
c_dihomo-linolenate+%2820%3A3n3+or+n6%29 = Compound
2948765 = Minor+Metabolite
2948763 = Minor+Metabolite
2948769 = Minor+Metabolite
2948766 = Minor+Metabolite
2948767 = Enzyme
c_1-stearoyl-GPE+%2818%3A0%29 = Compound
c_cys-gly%2C+oxidized = Compound
c_Unknown+-+21821 = Compound
2935484 = Enzyme
c_nicotinamide = Compound
2935481 = Enzyme
2935488 = Enzyme
2935486 = Metabolite
c_Unknown+-+21829 = Compound
c_N-behenoyl-sphingadienine+%28d18%3A2%2F22%3A0%29* = Compound
c_1-linoleoyl-GPI+%2818%3A2%29* = Compound
2948790 = Metabolite
2948793 = Minor+Metabolite
2948794 = Enzyme
2948791 = Minor+Metabolite
2948792 = Metabolite
2948797 = Metabolite
2948798 = Metabolite
2948795 = Minor+Metabolite
2948796 = Minor+Metabolite
2948799 = Enzyme
c_Unknown+-+21834 = Compound
2935472 = Enzyme
2935471 = Metabolite
2935476 = Metabolite
2935475 = Enzyme
2935474 = Metabolite
2935478 = Enzyme
2948782 = Cofactor
2948783 = Unknown
2948780 = Metabolite
2948781 = Metabolite
2948786 = Enzyme
2948787 = Minor+Metabolite
2948784 = Metabolite
2948788 = Minor+Metabolite
2948789 = Minor+Metabolite
c_vanillylmandelate+%28VMA%29 = Compound
2935491 = Enzyme
c_theophylline = Compound
2935494 = Enzyme
c_sphingomyelin+%28d18%3A1%2F22%3A1%2C+d18%3A2%2F22%3A0%2C+d16%3A1%2F24%3A1%29* = Compound
2935497 = Enzyme
c_1-pentadecanoylglycerol+%2815%3A0%29 = Compound
sp_Carbohydrate = Super+Pathway
c_docosahexaenoylcarnitine+%28C22%3A6%29* = Compound
c_N-acetylputrescine = Compound
c_catechol+sulfate = Compound
2786635 = Enzyme
2786636 = Minor+Metabolite
2786637 = Minor+Metabolite
2786638 = Metabolite
2786639 = Metabolite
c_glycine = Compound
c_quinolinate = Compound
c_1-pentadecanoyl-2-linoleoyl-GPC+%2815%3A0%2F18%3A2%29* = Compound
c_17-methylstearate+%28i19%3A0%29 = Compound
2786640 = Enzyme
2786641 = Cofactor
