CompoundType (class=java.lang.String)
2783169 = Minor+Metabolite
2935584 = Minor+Metabolite
2783168 = Minor+Metabolite
2783167 = Minor+Metabolite
2783165 = Enzyme
2935588 = Enzyme
2783164 = Class
2783163 = Minor+Metabolite
2783162 = Metabolite
2783161 = Enzyme
2783160 = Metabolite
2935572 = Metabolite
2935571 = Minor+Metabolite
2935570 = Enzyme
2935576 = Cofactor
2935575 = Cofactor
2783159 = Minor+Metabolite
2935574 = Metabolite
2783158 = Cofactor
2935573 = Metabolite
2783157 = Minor+Metabolite
2783156 = Minor+Metabolite
2935578 = Enzyme
2783154 = Enzyme
2935577 = Minor+Metabolite
2783153 = Minor+Metabolite
2783152 = Minor+Metabolite
2783151 = Minor+Metabolite
2783150 = Metabolite
2783149 = Metabolite
2783148 = Metabolite
2783146 = Intermediate
2783145 = Minor+Metabolite
2783144 = Enzyme
p_Bacterial%2FFungal = Sub+Pathway
2783142 = Minor+Metabolite
2783141 = Minor+Metabolite
2783140 = Metabolite
2935594 = Enzyme
2935593 = Cofactor
2935592 = Minor+Metabolite
2935591 = Minor+Metabolite
2783139 = Enzyme
2935598 = Metabolite
2783138 = Minor+Metabolite
2935597 = Enzyme
2935596 = Metabolite
2783136 = Minor+Metabolite
2783135 = Minor+Metabolite
2783134 = Metabolite
2783133 = Enzyme
2783132 = Minor+Metabolite
2783131 = Minor+Metabolite
2783130 = Metabolite
c_pimelate+%28C7-DC%29 = Compound
c_1-pentadecanoyl-2-docosahexaenoyl-GPC+%2815%3A0%2F22%3A6%29* = Compound
2783129 = Metabolite
2783128 = Enzyme
2783127 = Metabolite
2783126 = Minor+Metabolite
2783125 = Minor+Metabolite
2783124 = Minor+Metabolite
2783123 = Metabolite
c_sphingomyelin+%28d18%3A1%2F18%3A1%2C+d18%3A2%2F18%3A0%29 = Compound
2783122 = Enzyme
2783121 = Minor+Metabolite
c_1-stearoyl-2-arachidonoyl-GPI+%2818%3A0%2F20%3A4%29 = Compound
2783120 = Metabolite
c_5-oxoproline = Compound
c_1-oleoyl-GPC+%2818%3A1%29 = Compound
c_isoleucine = Compound
2783119 = Metabolite
c_gamma-glutamyltryptophan = Compound
2783118 = Metabolite
2783117 = Metabolite
2783116 = Minor+Metabolite
2783115 = Minor+Metabolite
2783114 = Enzyme
2783113 = Minor+Metabolite
2783112 = Minor+Metabolite
2783110 = Metabolite
c_linoleoylcarnitine+%28C18%3A2%29* = Compound
2935602 = Minor+Metabolite
2936933 = Metabolite
2935601 = Minor+Metabolite
2936932 = Enzyme
c_cysteine-glutathione+disulfide = Compound
2935600 = Enzyme
2936931 = Minor+Metabolite
c_phosphoethanolamine = Compound
2786981 = Enzyme
2936930 = Minor+Metabolite
2936937 = Minor+Metabolite
2935605 = Enzyme
2936936 = Metabolite
2935604 = Metabolite
2786984 = Minor+Metabolite
2936935 = Cofactor
2935603 = Metabolite
2786985 = Cofactor
2936934 = Minor+Metabolite
2786986 = Enzyme
2935608 = Enzyme
2936939 = Enzyme
2935607 = Metabolite
2786989 = Minor+Metabolite
2936938 = Cofactor
c_Unknown+-+24293 = Compound
c_Unknown+-+24295 = Compound
c_1-%281-enyl-stearoyl%29-2-oleoyl-GPC+%28P-18%3A0%2F18%3A1%29 = Compound
p_Drug+-+Neurological = Sub+Pathway
2936922 = Minor+Metabolite
2786990 = Minor+Metabolite
2936921 = Metabolite
2786991 = Enzyme
2936920 = Enzyme
c_retinal = Compound
2936926 = Minor+Metabolite
2786994 = Enzyme
2936925 = Minor+Metabolite
2936924 = Minor+Metabolite
2936923 = Metabolite
2786997 = Enzyme
2786999 = Minor+Metabolite
2936928 = Metabolite
2936927 = Enzyme
c_S-methylcysteine = Compound
2935620 = Minor+Metabolite
2936951 = Metabolite
2936950 = Minor+Metabolite
2935624 = Minor+Metabolite
2936955 = Metabolite
2936954 = Metabolite
2935622 = Enzyme
2936953 = Enzyme
2935621 = Metabolite
2936952 = Minor+Metabolite
2936959 = Cofactor
2935627 = Unknown
2936958 = Metabolite
2936957 = Minor+Metabolite
2935625 = Minor+Metabolite
2936956 = Minor+Metabolite
c_hyocholate = Compound
c_pelargonate+%289%3A0%29 = Compound
2936944 = Minor+Metabolite
2935612 = Metabolite
2935611 = Cofactor
2936942 = Enzyme
2935610 = Metabolite
2936941 = Metabolite
2935617 = Enzyme
2936948 = Unknown
2935616 = Metabolite
2936946 = Minor+Metabolite
2935614 = Enzyme
2936945 = Minor+Metabolite
2935619 = Minor+Metabolite
2936949 = Metabolite
2935642 = Label
2936973 = Minor+Metabolite
c_kynurenate = Compound
2936972 = Minor+Metabolite
2936971 = Minor+Metabolite
2936970 = Minor+Metabolite
2936977 = Minor+Metabolite
2935645 = FinalPathway
2936976 = Minor+Metabolite
2936975 = Metabolite
2936974 = Enzyme
2936979 = Enzyme
c_pyruvate = Compound
c_dihomo-linoleate+%2820%3A2n6%29 = Compound
2936962 = Metabolite
c_ectoine = Compound
2935630 = Enzyme
2936961 = Metabolite
2936960 = Enzyme
2935635 = Cofactor
2936965 = Enzyme
2935633 = Enzyme
2936964 = Minor+Metabolite
2936963 = Minor+Metabolite
2935639 = Enzyme
2935638 = Metabolite
2936969 = Cofactor
2935637 = Metabolite
2936968 = Minor+Metabolite
p_Nicotinate+and+Nicotinamide+Metabolism = Sub+Pathway
2935660 = Metabolite
2936991 = Metabolite
2936990 = Metabolite
c_2-hydroxy-3-methylvalerate = Compound
2935664 = Metabolite
2936995 = Metabolite
2935663 = Minor+Metabolite
2936994 = Minor+Metabolite
2935662 = Metabolite
2936993 = Minor+Metabolite
2935661 = Enzyme
2936992 = Minor+Metabolite
2935668 = Minor+Metabolite
2936999 = Minor+Metabolite
2935667 = Minor+Metabolite
2936998 = Metabolite
2935666 = Cofactor
2935665 = Minor+Metabolite
2936996 = Enzyme
2935669 = Enzyme
c_palmitoylcarnitine+%28C16%29 = Compound
c_palmitoleoyl-oleoyl-glycerol+%2816%3A1%2F18%3A1%29+%5B2%5D* = Compound
2936980 = Metabolite
c_linoleoyl-docosahexaenoyl-glycerol+%2818%3A2%2F22%3A6%29+%5B1%5D* = Compound
2936983 = Minor+Metabolite
2936982 = Minor+Metabolite
2936981 = Minor+Metabolite
2935657 = Minor+Metabolite
2936988 = Enzyme
2935656 = Metabolite
2936987 = Metabolite
2935655 = Enzyme
2935654 = FinalPathway
2936985 = Unknown
c_Unknown+-+24243 = Compound
2935659 = Minor+Metabolite
2935658 = Minor+Metabolite
2936989 = Minor+Metabolite
c_Unknown+-+12230 = Compound
2826680 = Minor+Metabolite
2826681 = Minor+Metabolite
c_ethylmalonate = Compound
2826682 = Metabolite
2826683 = Minor+Metabolite
p_Primary+Bile+Acid+Metabolism = Sub+Pathway
2826684 = Minor+Metabolite
2826686 = Label
2826688 = FinalPathway
c_1-linolenoylglycerol+%2818%3A3%29 = Compound
2826672 = Minor+Metabolite
2826673 = Enzyme
2826674 = Minor+Metabolite
c_nervonoylcarnitine+%28C24%3A1%29* = Compound
2826676 = Minor+Metabolite
2826677 = Metabolite
2826678 = Cofactor
2826679 = Enzyme
c_N-formylmethionine = Compound
c_Unknown+-+12212 = Compound
2826662 = Cofactor
2826663 = Minor+Metabolite
2826664 = Minor+Metabolite
2826665 = Minor+Metabolite
2826666 = Metabolite
2826667 = Enzyme
2826668 = Minor+Metabolite
c_palmitate+%2816%3A0%29 = Compound
2826669 = Cofactor
p_Xanthine+Metabolism = Sub+Pathway
c_Unknown+-+12216 = Compound
c_Unknown+-+13553 = Compound
2826651 = Minor+Metabolite
2826652 = Metabolite
2826653 = Enzyme
2826654 = Minor+Metabolite
2826655 = Cofactor
c_1-arachidoyl-GPC+%2820%3A0%29 = Compound
2826658 = Minor+Metabolite
2826659 = Enzyme
c_heptenedioate+%28C7%3A1-DC%29* = Compound
c_hexanoylglutamine = Compound
c_1-palmitoyl-GPA+%2816%3A0%29 = Compound
p_Food+Component%2FPlant = Sub+Pathway
c_1-stearoyl-GPC+%2818%3A0%29 = Compound
c_2-aminoheptanoate = Compound
c_adrenoylcarnitine+%28C22%3A4%29* = Compound
c_Unknown+-+12206 = Compound
c_2-oleoyl-GPC+%2818%3A1%29* = Compound
p_TCA+Cycle+ = Sub+Pathway
2936915 = Metabolite
2936914 = Enzyme
2936912 = FinalPathway
2936919 = Cofactor
2936918 = Minor+Metabolite
2936917 = Minor+Metabolite
2936916 = Metabolite
c_4-methylguaiacol+sulfate = Compound
p_Alanine+and+Aspartate+Metabolism = Sub+Pathway
c_Unknown+-+14838 = Compound
c_linoleoylcholine* = Compound
2826691 = FinalPathway
2826697 = FinalPathway
2936901 = FinalPathway
2936906 = FinalPathway
2936909 = FinalPathway
c_2-hydroxystearate = Compound
c_homoarginine = Compound
2826600 = Minor+Metabolite
2826601 = Minor+Metabolite
2826604 = Minor+Metabolite
sp_Amino+Acid = Super+Pathway
2826606 = Enzyme
2826609 = Metabolite
c_Unknown+-+14939 = Compound
c_gentisate = Compound
c_3-hydroxybutyroylglycine** = Compound
c_2-palmitoyl-GPE+%2816%3A0%29* = Compound
c_Unknown+-+17185 = Compound
c_glucuronide+of+C10H18O2+%281%29* = Compound
c_palmitoyl+sphingomyelin+%28d18%3A1%2F16%3A0%29 = Compound
c_sphingomyelin+%28d18%3A1%2F19%3A0%2C+d19%3A1%2F18%3A0%29* = Compound
c_N2%2CN5-diacetylornithine = Compound
p_Fatty+Acid+Metabolism+%28Acyl+Choline%29 = Sub+Pathway
c_gamma-glutamylalanine = Compound
2826640 = Enzyme
2826641 = Cofactor
2826642 = Minor+Metabolite
2826644 = Metabolite
2826645 = Enzyme
2826646 = Metabolite
2826648 = Enzyme
2826649 = Minor+Metabolite
c_Unknown+-+13529+-+retired+for+1-carboxyethylvaline = Compound
c_hydroxy-CMPF* = Compound
2826632 = Enzyme
2826634 = Minor+Metabolite
2826635 = Cofactor
2783099 = Minor+Metabolite
c_retinol+%28Vitamin+A%29 = Compound
2783098 = Minor+Metabolite
2826637 = Minor+Metabolite
2783097 = Minor+Metabolite
2826638 = Metabolite
2783096 = Metabolite
2826639 = Minor+Metabolite
2783095 = Cofactor
2783094 = Metabolite
p_Ascorbate+and+Aldarate+Metabolism = Sub+Pathway
2783093 = Minor+Metabolite
2783092 = Enzyme
2783091 = Metabolite
2783090 = Metabolite
c_Unknown+-+14904 = Compound
c_Unknown+-+17146 = Compound
c_Unknown+-+17145 = Compound
2826621 = Minor+Metabolite
2826622 = Minor+Metabolite
2826623 = Enzyme
2783089 = Minor+Metabolite
2783088 = Minor+Metabolite
2783087 = Cofactor
2783086 = Minor+Metabolite
2783085 = Minor+Metabolite
2826628 = Unknown
c_16a-hydroxy+DHEA+3-sulfate = Compound
2783084 = Enzyme
2826629 = Metabolite
2783082 = Minor+Metabolite
2783081 = Minor+Metabolite
2783080 = Metabolite
c_oleoyl-arachidonoyl-glycerol+%2818%3A1%2F20%3A4%29+%5B2%5D* = Compound
2826610 = Enzyme
2826611 = Class
2783079 = Minor+Metabolite
2826612 = Class
2783078 = Enzyme
2783077 = Metabolite
2826614 = Unknown
2783076 = Minor+Metabolite
2826615 = Metabolite
2783075 = Metabolite
2826616 = Metabolite
2783074 = Minor+Metabolite
2826617 = Metabolite
2783073 = Minor+Metabolite
2826618 = Enzyme
2783072 = Enzyme
2783071 = Metabolite
2783070 = Metabolite
c_10-heptadecenoate+%2817%3A1n7%29 = Compound
c_glucuronide+of+C10H14O2+%286%29* = Compound
2935682 = Metabolite
c_octanoylcarnitine+%28C8%29 = Compound
2935681 = Metabolite
c_isoleucylglycine = Compound
2935680 = Enzyme
2935686 = Enzyme
2935685 = Cofactor
2935683 = Minor+Metabolite
2783069 = Metabolite
2783068 = Minor+Metabolite
2935689 = Minor+Metabolite
2783067 = Minor+Metabolite
2783066 = Metabolite
2783065 = Minor+Metabolite
2783064 = Enzyme
2783063 = Metabolite
2783060 = Metabolite
2786900 = Metabolite
2786901 = Metabolite
2786902 = Metabolite
2786903 = Metabolite
2786904 = Metabolite
2786905 = Metabolite
2786906 = Metabolite
2786907 = Metabolite
2786908 = Metabolite
2935671 = Minor+Metabolite
2935670 = Minor+Metabolite
2935675 = Minor+Metabolite
2935674 = Enzyme
2935673 = Metabolite
2935672 = Metabolite
2783057 = Metabolite
2935678 = Minor+Metabolite
2935677 = Metabolite
2935676 = Metabolite
2783054 = Metabolite
2783051 = Metabolite
2786910 = Enzyme
2786911 = Minor+Metabolite
2786912 = Minor+Metabolite
2786913 = Minor+Metabolite
2786914 = Minor+Metabolite
2786915 = Cofactor
2786917 = Minor+Metabolite
2786918 = Minor+Metabolite
2786919 = Metabolite
2783048 = Class
2783042 = Class
c_5%2C6-dihydrouridine = Compound
2786920 = Minor+Metabolite
2786921 = Enzyme
2786922 = Minor+Metabolite
2786923 = Minor+Metabolite
2786924 = Minor+Metabolite
2786925 = Minor+Metabolite
2786926 = Minor+Metabolite
2786928 = Cofactor
2935693 = Enzyme
2935691 = Metabolite
2935690 = Enzyme
2935697 = Minor+Metabolite
c_phosphatidylcholine+%2818%3A0%2F20%3A2%2C+20%3A0%2F18%3A2%29* = Compound
2935696 = Minor+Metabolite
2935695 = Minor+Metabolite
2935694 = Minor+Metabolite
2783035 = FinalPathway
2783033 = Class
2783030 = Metabolite
2786930 = Minor+Metabolite
2786931 = Enzyme
2786933 = Minor+Metabolite
2786934 = Minor+Metabolite
2786936 = Enzyme
2786938 = Minor+Metabolite
2786939 = Minor+Metabolite
2783024 = Label
2783022 = Minor+Metabolite
2783020 = Enzyme
c_2-arachidonoyl-GPE+%2820%3A4%29* = Compound
2786940 = Metabolite
2786941 = Enzyme
2786944 = Enzyme
2786945 = Minor+Metabolite
2786946 = Cofactor
2786947 = Metabolite
2786949 = Enzyme
2783019 = Metabolite
2783017 = Enzyme
2783016 = Metabolite
2783014 = Enzyme
2783012 = Metabolite
2783011 = Minor+Metabolite
2783010 = Enzyme
2786952 = Cofactor
2786953 = Minor+Metabolite
2786954 = Minor+Metabolite
2786955 = Enzyme
2786957 = Minor+Metabolite
2786958 = Minor+Metabolite
p_Endocannabinoid = Sub+Pathway
c_Unknown+-+22716++-+retired+for+glyco-alpha-muricholate** = Compound
2783009 = Minor+Metabolite
2783008 = Cofactor
c_methylsuccinate = Compound
2783007 = Minor+Metabolite
c_N-acetylalliin = Compound
2783004 = Enzyme
c_stearidonate+%2818%3A4n3%29 = Compound
2783002 = Metabolite
2783001 = Enzyme
2783000 = Minor+Metabolite
2786960 = Enzyme
c_eugenol+sulfate = Compound
2786963 = Minor+Metabolite
2786964 = Minor+Metabolite
2786965 = Enzyme
2786966 = Metabolite
2786969 = Enzyme
c_phenylacetylcarnitine = Compound
c_3-hydroxy-3-methylglutarate = Compound
c_1-dihomo-linoleoyl-GPC+%2820%3A2%29* = Compound
2786970 = Metabolite
2786971 = Cofactor
2786973 = Minor+Metabolite
2786974 = Minor+Metabolite
c_Unknown+-+07765 = Compound
2786975 = Cofactor
2786976 = Enzyme
2786977 = Minor+Metabolite
2786978 = Minor+Metabolite
c_stearoyl+sphingomyelin+%28d18%3A1%2F18%3A0%29 = Compound
c_1-docosapentaenoyl-GPC+%2822%3A5n6%29* = Compound
c_Unknown+-+12193 = Compound
2787711 = Minor+Metabolite
2787710 = Enzyme
2787713 = Minor+Metabolite
2787715 = Minor+Metabolite
2787714 = Minor+Metabolite
2787716 = Minor+Metabolite
2787718 = Enzyme
c_butyrylcarnitine+%28C4%29 = Compound
2787720 = Minor+Metabolite
2787722 = Minor+Metabolite
2787721 = Minor+Metabolite
2787724 = Enzyme
2787723 = Metabolite
2787726 = Minor+Metabolite
2787725 = Minor+Metabolite
2787728 = Minor+Metabolite
2787727 = Metabolite
2787729 = Minor+Metabolite
2787731 = Enzyme
2787733 = Minor+Metabolite
2787732 = Minor+Metabolite
2787735 = Minor+Metabolite
2787734 = Minor+Metabolite
2787737 = Minor+Metabolite
2787736 = Metabolite
2787739 = Enzyme
c_Unknown+-+15497+-+retired+for+1-carboxyethylphenylalanine = Compound
c_leucylleucine = Compound
c_glucuronate = Compound
c_N-methyltaurine = Compound
2787740 = Minor+Metabolite
2787742 = Minor+Metabolite
2787744 = Enzyme
2787743 = Metabolite
2787748 = Minor+Metabolite
2787747 = Enzyme
2787749 = Minor+Metabolite
2936610 = Metabolite
2936614 = Minor+Metabolite
2936613 = Cofactor
2936611 = Enzyme
2787750 = Minor+Metabolite
2936618 = Minor+Metabolite
2787753 = Enzyme
2936617 = Enzyme
2936615 = Minor+Metabolite
2787754 = Minor+Metabolite
2787757 = Minor+Metabolite
2787756 = Metabolite
2936619 = Minor+Metabolite
2787758 = Enzyme
c_vanillactate = Compound
c_sphingomyelin+%28d18%3A2%2F16%3A0%2C+d18%3A1%2F16%3A1%29* = Compound
c_ibuprofen = Compound
2936603 = Minor+Metabolite
2787760 = Minor+Metabolite
2936602 = Enzyme
2936601 = Metabolite
2787762 = Metabolite
c_corticosterone = Compound
2936600 = Metabolite
2787761 = Minor+Metabolite
2936607 = Enzyme
2787764 = Minor+Metabolite
2787763 = Enzyme
2936605 = Metabolite
2787766 = Minor+Metabolite
2936604 = Minor+Metabolite
2787765 = Metabolite
2787767 = Minor+Metabolite
2936608 = Minor+Metabolite
2787769 = Enzyme
c_7-hydroxyindole+sulfate = Compound
2935301 = Minor+Metabolite
2936632 = Minor+Metabolite
2935300 = Enzyme
2935305 = Enzyme
2936636 = Minor+Metabolite
2787771 = Minor+Metabolite
2936635 = Enzyme
2787770 = Metabolite
2935303 = Metabolite
2936634 = Minor+Metabolite
2787773 = Minor+Metabolite
2935302 = Cofactor
2936633 = Minor+Metabolite
2787772 = Minor+Metabolite
2935309 = Enzyme
2787775 = Enzyme
2935307 = Minor+Metabolite
2936637 = Cofactor
2787776 = Metabolite
2787779 = Minor+Metabolite
2787778 = Enzyme
c_1-%281-enyl-stearoyl%29-GPC+%28P-18%3A0%29* = Compound
c_caproate+%286%3A0%29 = Compound
c_sphingomyelin+%28d18%3A2%2F24%3A1%2C+d18%3A1%2F24%3A2%29* = Compound
c_Unknown+-+24129 = Compound
2787780 = Minor+Metabolite
2936625 = Cofactor
2936624 = Enzyme
2936623 = Minor+Metabolite
2787784 = Minor+Metabolite
2936622 = Minor+Metabolite
2787783 = Enzyme
2936629 = Enzyme
2787785 = Minor+Metabolite
2787788 = Enzyme
2787789 = Metabolite
c_Unknown+-+12112 = Compound
2782898 = Minor+Metabolite
c_linoleoyl-arachidonoyl-glycerol+%2818%3A2%2F20%3A4%29+%5B2%5D* = Compound
2782896 = Enzyme
2782897 = Minor+Metabolite
2782894 = Minor+Metabolite
2787791 = Minor+Metabolite
2787790 = Minor+Metabolite
2782892 = Enzyme
2787792 = Minor+Metabolite
2787795 = Minor+Metabolite
2782891 = Metabolite
2787794 = Enzyme
2787797 = Minor+Metabolite
2787798 = Minor+Metabolite
c_Unknown+-+12117 = Compound
c_undecanedioate+%28C11-DC%29 = Compound
2782889 = Enzyme
c_Unknown+-+12126 = Compound
c_Unknown+-+24106 = Compound
2782885 = Enzyme
2782886 = Minor+Metabolite
2782883 = Minor+Metabolite
2782884 = Minor+Metabolite
2782880 = Enzyme
c_Unknown+-+12127 = Compound
2782879 = Minor+Metabolite
c_1-myristoyl-2-docosahexaenoyl-GPC+%2814%3A0%2F22%3A6%29* = Compound
2782876 = Enzyme
2782877 = Metabolite
2782873 = Enzyme
2782870 = Minor+Metabolite
c_Unknown+-+13431 = Compound
c_1-margaroylglycerol+%2817%3A0%29 = Compound
c_Unknown+-+12100 = Compound
2782869 = Minor+Metabolite
2782867 = Enzyme
c_Unknown+-+12101 = Compound
2782868 = Minor+Metabolite
2782865 = Minor+Metabolite
2782863 = Metabolite
2782864 = Minor+Metabolite
2782861 = Minor+Metabolite
2782862 = Enzyme
2782860 = Minor+Metabolite
c_2-methylcitrate%2Fhomocitrate = Compound
c_taurodeoxycholate = Compound
2782858 = Minor+Metabolite
2782859 = Metabolite
2782856 = Minor+Metabolite
2782854 = Enzyme
2782855 = Minor+Metabolite
2782853 = Metabolite
2782850 = Minor+Metabolite
2782851 = Minor+Metabolite
c_2-stearoyl-GPE+%2818%3A0%29* = Compound
2782849 = Enzyme
2782847 = Metabolite
2782845 = Minor+Metabolite
2782846 = Enzyme
2782843 = Minor+Metabolite
c_ribitol = Compound
2782844 = Minor+Metabolite
2782841 = Metabolite
2782842 = Minor+Metabolite
2782840 = Minor+Metabolite
c_metformin = Compound
c_5-acetylamino-6-formylamino-3-methyluracil = Compound
2782838 = Enzyme
2782837 = Metabolite
2782834 = Enzyme
2782835 = Minor+Metabolite
2782832 = Minor+Metabolite
2782830 = Minor+Metabolite
2782831 = Metabolite
c_xanthurenate = Compound
2782829 = Minor+Metabolite
2782827 = Minor+Metabolite
2782828 = Enzyme
c_isovalerylcarnitine+%28C5%29 = Compound
2782823 = Enzyme
2782824 = Minor+Metabolite
2782821 = Metabolite
2782822 = Minor+Metabolite
2782820 = Metabolite
c_N-carbamoylaspartate = Compound
2782818 = Metabolite
2782819 = Enzyme
2782938 = Enzyme
2782935 = Enzyme
2782932 = Enzyme
2782928 = Metabolite
2782929 = Enzyme
2782926 = Enzyme
2935392 = Unknown
2782927 = Metabolite
2782924 = Minor+Metabolite
2782922 = Minor+Metabolite
2935396 = Minor+Metabolite
2782923 = Minor+Metabolite
2935395 = Enzyme
c_3-methyl-2-oxovalerate = Compound
2782920 = Enzyme
2782921 = Metabolite
2935397 = Minor+Metabolite
2782919 = Metabolite
c_stearoyl-arachidonoyl-glycerol+%2818%3A0%2F20%3A4%29+%5B1%5D* = Compound
2782917 = Minor+Metabolite
2782916 = Enzyme
2782913 = Enzyme
2782914 = Metabolite
2782911 = Cofactor
2782912 = Minor+Metabolite
2782910 = Minor+Metabolite
c_behenoyl+sphingomyelin+%28d18%3A1%2F22%3A0%29* = Compound
c_1-palmitoleoylglycerol+%2816%3A1%29* = Compound
c_1-palmitoyl-2-eicosapentaenoyl-GPC+%2816%3A0%2F20%3A5%29* = Compound
2782909 = Metabolite
2782906 = Minor+Metabolite
2782907 = Enzyme
2782904 = Minor+Metabolite
2782905 = Metabolite
2782902 = Enzyme
2782901 = Minor+Metabolite
p_Guanidino+and+Acetamido+Metabolism = Sub+Pathway
c_1-palmitoyl-2-dihomo-linolenoyl-GPC+%2816%3A0%2F20%3A3n3+or+6%29* = Compound
c_4-guanidinobutanoate = Compound
p_Vitamin+B6+Metabolism = Sub+Pathway
c_stearoyl+ethanolamide = Compound
c_paraxanthine = Compound
c_1-palmitoyl-2-docosahexaenoyl-GPC+%2816%3A0%2F22%3A6%29 = Compound
c_1-stearoyl-2-oleoyl-GPE+%2818%3A0%2F18%3A1%29 = Compound
c_heptanoate+%287%3A0%29 = Compound
c_3-%283-hydroxyphenyl%29propionate+sulfate = Compound
2935323 = Cofactor
2936654 = Minor+Metabolite
2935322 = Minor+Metabolite
2936653 = Enzyme
2935321 = Enzyme
2936652 = Minor+Metabolite
2935327 = Enzyme
2936658 = Minor+Metabolite
2935326 = Metabolite
2936657 = Enzyme
2935324 = Cofactor
2935328 = Metabolite
2936659 = Minor+Metabolite
c_carboxyethyl-GABA = Compound
c_N-palmitoyl-sphingadienine+%28d18%3A2%2F16%3A0%29* = Compound
c_1-palmitoyl-2-docosahexaenoyl-GPE+%2816%3A0%2F22%3A6%29* = Compound
2935312 = Enzyme
2936643 = Enzyme
2936642 = Minor+Metabolite
2935310 = Metabolite
2936641 = Minor+Metabolite
2936640 = Cofactor
2936647 = Enzyme
2935315 = Cofactor
2935314 = Minor+Metabolite
2936645 = Minor+Metabolite
c_Unknown+-+17010 = Compound
2935313 = Metabolite
2935318 = Minor+Metabolite
2936649 = Minor+Metabolite
2935317 = Enzyme
2936648 = Minor+Metabolite
2935341 = Minor+Metabolite
2936672 = Minor+Metabolite
2935340 = Minor+Metabolite
2936671 = Enzyme
2936670 = Minor+Metabolite
2935345 = Cofactor
2936676 = Minor+Metabolite
2935344 = Minor+Metabolite
2936675 = Minor+Metabolite
2935343 = Enzyme
2936674 = Minor+Metabolite
2935342 = Metabolite
c_N-acetylcarnosine = Compound
2935349 = Enzyme
2935347 = Metabolite
2936678 = Enzyme
c_phenylacetylglutamine = Compound
2935330 = Metabolite
2936661 = Metabolite
2936660 = Minor+Metabolite
2935333 = Unknown
2936664 = Minor+Metabolite
2935332 = Cofactor
2936663 = Cofactor
2935331 = Minor+Metabolite
2935338 = Minor+Metabolite
2936669 = Minor+Metabolite
2935337 = Metabolite
2935336 = Enzyme
2935335 = Metabolite
2936666 = Enzyme
c_hexanoylcarnitine+%28C6%29 = Compound
2935339 = Minor+Metabolite
c_glycerophosphoglycerol = Compound
2936690 = Enzyme
2935363 = Minor+Metabolite
2936694 = Enzyme
2935362 = Cofactor
2936693 = Minor+Metabolite
2935361 = Minor+Metabolite
2935360 = Cofactor
2935367 = Minor+Metabolite
2936698 = Enzyme
2935366 = Cofactor
2935365 = Enzyme
2935364 = Minor+Metabolite
2936695 = Minor+Metabolite
c_5alpha-androstan-3beta%2C17beta-diol+monosulfate+%282%29 = Compound
c_isobutyrylglycine = Compound
2935352 = Metabolite
2935351 = Minor+Metabolite
2935350 = Minor+Metabolite
2936681 = Enzyme
2936687 = Minor+Metabolite
2935355 = Enzyme
2936686 = Minor+Metabolite
2936685 = Enzyme
2935353 = Minor+Metabolite
2936684 = Minor+Metabolite
2935359 = Minor+Metabolite
c_Unknown+-+21959 = Compound
2935358 = Minor+Metabolite
c_deoxycarnitine = Compound
2935381 = Minor+Metabolite
2935380 = Minor+Metabolite
2935385 = Enzyme
2935384 = Minor+Metabolite
2935382 = Metabolite
2935389 = Minor+Metabolite
2935388 = Minor+Metabolite
2935387 = Metabolite
2935386 = Minor+Metabolite
c_alpha-hydroxyisovalerate = Compound
2935370 = Unknown
2935373 = Enzyme
2935372 = Metabolite
2935378 = Enzyme
2935377 = Minor+Metabolite
c_heme = Compound
2935376 = Minor+Metabolite
2935379 = Minor+Metabolite
2787702 = Metabolite
2787701 = Minor+Metabolite
2787704 = Minor+Metabolite
2787703 = Minor+Metabolite
2787706 = Minor+Metabolite
2787705 = Enzyme
2787707 = Minor+Metabolite
c_1-%281-enyl-oleoyl%29-2-linoleoyl-GPE+%28P-18%3A1%2F18%3A2%29* = Compound
c_gamma-CEHC+glucuronide* = Compound
c_1-%281-enyl-stearoyl%29-GPE+%28P-18%3A0%29* = Compound
2787601 = Minor+Metabolite
2787600 = Minor+Metabolite
2787603 = Minor+Metabolite
2787602 = Minor+Metabolite
2787604 = Minor+Metabolite
2787607 = Minor+Metabolite
2787606 = Enzyme
2787609 = Metabolite
c_myristoleate+%2814%3A1n5%29 = Compound
2787608 = Minor+Metabolite
p_Phosphatidylcholine+%28PC%29 = Sub+Pathway
c_pregnanolone%2Fallopregnanolone+sulfate = Compound
c_imidazole+propionate = Compound
2936713 = Enzyme
2936712 = Metabolite
2936710 = Minor+Metabolite
2936717 = Minor+Metabolite
2936716 = Minor+Metabolite
2787611 = Enzyme
2787614 = Minor+Metabolite
2787613 = Minor+Metabolite
2936719 = Minor+Metabolite
2787616 = Minor+Metabolite
2936718 = Enzyme
2787618 = Enzyme
2787617 = Minor+Metabolite
2936702 = Cofactor
2936701 = Minor+Metabolite
c_Unknown+-+12063 = Compound
2787621 = Minor+Metabolite
2936705 = Enzyme
2787620 = Minor+Metabolite
2936704 = Minor+Metabolite
2936703 = Minor+Metabolite
2787622 = Minor+Metabolite
c_gamma-glutamylcitrulline* = Compound
2787625 = Minor+Metabolite
c_famotidine = Compound
2936709 = Enzyme
2787624 = Enzyme
2936707 = Minor+Metabolite
2787626 = Metabolite
2787629 = Minor+Metabolite
2787628 = Minor+Metabolite
